t,hp,action,ani_state,ani_phase,state_time,task,attacker,foes,foe_d,foe_actions
14.71,200,0,2,5,8.92,PS_Normal,,0,-1,
14.82,200,0,2,5,8.92,PS_Normal,,0,-1,
14.93,200,0,2,5,8.92,PS_Normal,,0,-1,
15.03,200,0,2,5,8.92,PS_Normal,,0,-1,
15.13,200,0,2,5,8.92,PS_Normal,,0,-1,
15.24,200,0,2,5,8.92,PS_Normal,,0,-1,
15.34,200,0,2,5,8.92,PS_Normal,,0,-1,
15.47,200,0,2,5,8.92,PS_Normal,,0,-1,
15.57,200,0,2,5,8.92,PS_Normal,,0,-1,
15.68,200,0,2,5,8.92,PS_Normal,,0,-1,
15.78,200,0,2,5,8.92,PS_Normal,,0,-1,
15.89,200,0,2,5,8.92,PS_Normal,,0,-1,
16.0,200,0,2,5,8.92,PS_Normal,,0,-1,
16.11,200,0,2,5,8.92,PS_Normal,,0,-1,
16.22,200,0,2,5,8.92,PS_Normal,,0,-1,
16.33,200,0,2,5,8.92,PS_Normal,,0,-1,
16.44,200,0,2,5,8.92,PS_Normal,,0,-1,
16.54,200,0,2,5,8.92,PS_Normal,,0,-1,
16.65,200,0,2,5,8.92,PS_Normal,,0,-1,
16.76,200,0,2,5,8.92,PS_Normal,,0,-1,
16.86,200,0,2,5,8.92,PS_Normal,,0,-1,
16.99,200,0,2,5,8.92,PS_Normal,,0,-1,
17.1,200,0,2,5,8.92,PS_Normal,,0,-1,
17.2,200,0,2,5,8.92,PS_Normal,,0,-1,
17.31,200,0,2,5,8.92,PS_Normal,,0,-1,
17.41,200,0,2,5,8.92,PS_Normal,,0,-1,
17.52,200,0,2,5,8.92,PS_Normal,,0,-1,
17.62,200,0,2,5,8.92,PS_Normal,,0,-1,
17.74,200,0,2,5,8.92,PS_Normal,,0,-1,
17.85,200,0,2,5,8.92,PS_Normal,,0,-1,
17.95,200,0,2,5,8.92,PS_Normal,,0,-1,
18.07,200,0,2,5,8.92,PS_Normal,,0,-1,
18.18,200,0,2,5,8.92,PS_Normal,,0,-1,
18.29,200,0,2,5,8.92,PS_Normal,,0,-1,
18.39,200,0,2,5,8.92,PS_Normal,,0,-1,
18.52,200,0,2,5,8.92,PS_Normal,,0,-1,
18.63,200,0,2,5,8.92,PS_Normal,,0,-1,
18.73,200,0,2,5,8.92,PS_Normal,,0,-1,
18.84,200,0,2,5,8.92,PS_Normal,,0,-1,
18.94,200,0,2,5,8.92,PS_Normal,,0,-1,
19.05,200,0,2,5,8.92,PS_Normal,,0,-1,
19.16,200,0,2,5,8.92,PS_Normal,,0,-1,
19.26,200,0,2,5,8.92,PS_Normal,,0,-1,
19.37,200,0,2,5,8.92,PS_Normal,,0,-1,
19.48,200,0,2,5,8.92,PS_Normal,,0,-1,
19.58,200,0,2,5,8.92,PS_Normal,,0,-1,
19.69,200,0,2,5,8.92,PS_Normal,,0,-1,
19.8,200,0,2,5,8.92,PS_Normal,,0,-1,
19.91,200,0,2,5,8.92,PS_Normal,,0,-1,
20.04,200,0,2,5,8.92,PS_Normal,,0,-1,
20.15,200,0,2,5,8.92,PS_Normal,,0,-1,
20.25,200,0,2,5,8.92,PS_Normal,,0,-1,
20.37,200,0,2,5,8.92,PS_Normal,,0,-1,
20.47,200,0,2,5,8.92,PS_Normal,,0,-1,
20.58,200,0,2,5,8.92,PS_Normal,,0,-1,
20.68,200,0,2,5,8.92,PS_Normal,,0,-1,
20.79,200,0,2,5,8.92,PS_Normal,,0,-1,
20.9,200,0,2,5,8.92,PS_Normal,,0,-1,
21.0,200,0,2,5,8.92,PS_Normal,,0,-1,
21.11,200,0,2,5,8.92,PS_Normal,,0,-1,
21.22,200,0,2,5,8.92,PS_Normal,,0,-1,
21.33,200,0,2,5,8.92,PS_Normal,,0,-1,
21.44,200,0,2,5,8.92,PS_Normal,,0,-1,
21.57,200,0,2,5,8.92,PS_Normal,,0,-1,
21.68,200,0,2,5,8.92,PS_Normal,,0,-1,
21.79,200,0,2,5,8.92,PS_Normal,,0,-1,
21.89,200,0,2,5,8.92,PS_Normal,,0,-1,
22.0,200,0,2,5,8.92,PS_Normal,,0,-1,
22.11,200,0,2,5,8.92,PS_Normal,,0,-1,
22.22,200,0,2,5,8.92,PS_Normal,,0,-1,
22.33,200,0,2,5,8.92,PS_Normal,,0,-1,
22.43,200,0,2,5,8.92,PS_Normal,,0,-1,
22.54,200,0,2,5,8.92,PS_Normal,,0,-1,
22.64,200,0,2,5,8.92,PS_Normal,,0,-1,
22.74,200,0,2,5,8.92,PS_Normal,,0,-1,
22.84,200,0,2,5,8.92,PS_Normal,,0,-1,
22.95,200,0,2,5,8.92,PS_Normal,,0,-1,
23.08,200,0,2,5,8.92,PS_Normal,,0,-1,
23.19,200,0,2,5,8.92,PS_Normal,,0,-1,
23.3,200,0,2,5,8.92,PS_Normal,,0,-1,
23.41,200,0,2,5,8.92,PS_Normal,,0,-1,
23.52,200,0,2,5,8.92,PS_Normal,,0,-1,
23.63,200,0,2,5,8.92,PS_Normal,,0,-1,
23.73,200,0,2,5,8.92,PS_Normal,,0,-1,
23.85,200,0,2,5,8.92,PS_Normal,,0,-1,
23.95,200,0,2,5,8.92,PS_Normal,,0,-1,
24.06,200,0,2,5,8.92,PS_Normal,,0,-1,
24.17,200,0,2,5,8.92,PS_Normal,,0,-1,
24.28,200,0,2,5,8.92,PS_Normal,,0,-1,
24.38,200,0,2,5,8.92,PS_Normal,,0,-1,
24.48,200,0,2,5,8.92,PS_Normal,,0,-1,
24.62,200,0,2,5,8.92,PS_Normal,,0,-1,
24.73,200,0,2,5,8.92,PS_Normal,,0,-1,
24.84,200,0,2,5,8.92,PS_Normal,,0,-1,
24.95,200,0,2,5,8.92,PS_Normal,,0,-1,
25.05,200,0,2,5,8.92,PS_Normal,,0,-1,
25.16,200,0,2,5,8.92,PS_Normal,,0,-1,
25.27,200,0,2,5,8.92,PS_Normal,,0,-1,
25.37,200,0,2,5,8.92,PS_Normal,,0,-1,
25.48,200,0,2,5,8.92,PS_Normal,,0,-1,
25.58,200,0,2,5,8.92,PS_Normal,,0,-1,
25.69,200,0,2,5,8.92,PS_Normal,,0,-1,
25.8,200,0,2,5,8.92,PS_Normal,,0,-1,
25.91,200,0,2,5,8.92,PS_Normal,,0,-1,
26.02,200,0,2,5,8.92,PS_Normal,,0,-1,
26.15,200,0,2,5,8.92,PS_Normal,,0,-1,
26.25,200,0,2,5,8.92,PS_Normal,,0,-1,
26.36,200,0,2,5,8.92,PS_Normal,,0,-1,
26.46,200,0,2,5,8.92,PS_Normal,,0,-1,
26.57,200,0,2,5,8.92,PS_Normal,,0,-1,
26.68,200,0,2,5,8.92,PS_Normal,,0,-1,
26.79,200,0,2,5,8.92,PS_Normal,,0,-1,
26.9,200,0,2,5,8.92,PS_Normal,,0,-1,
27.0,200,0,2,5,8.92,PS_Normal,,0,-1,
27.11,200,0,2,5,8.92,PS_Normal,,0,-1,
27.22,200,0,2,5,8.92,PS_Normal,,0,-1,
27.32,200,0,2,5,8.92,PS_Normal,,0,-1,
27.43,200,0,2,5,8.92,PS_Normal,,0,-1,
27.54,200,0,2,5,8.92,PS_Normal,,0,-1,
27.67,200,0,2,5,8.92,PS_Normal,,0,-1,
27.78,200,0,2,5,8.92,PS_Normal,,0,-1,
27.88,200,0,2,5,8.92,PS_Normal,,0,-1,
27.99,200,0,2,5,8.92,PS_Normal,,0,-1,
28.09,200,0,2,5,8.92,PS_Normal,,0,-1,
28.2,200,0,2,5,8.92,PS_Normal,,0,-1,
28.3,200,0,2,5,8.92,PS_Normal,,0,-1,
28.41,200,0,2,5,8.92,PS_Normal,,0,-1,
28.52,200,0,2,5,8.92,PS_Normal,,0,-1,
28.62,200,0,2,5,8.92,PS_Normal,,0,-1,
28.73,200,0,2,5,8.92,PS_Normal,,0,-1,
28.84,200,0,2,5,8.92,PS_Normal,,0,-1,
28.94,200,0,2,5,8.92,PS_Normal,,0,-1,
29.04,200,0,2,5,8.92,PS_Normal,,0,-1,
29.17,200,0,2,5,8.92,PS_Normal,,0,-1,
29.27,200,0,2,5,8.92,PS_Normal,,0,-1,
29.38,200,0,2,5,8.92,PS_Normal,,0,-1,
29.48,200,0,2,5,8.92,PS_Normal,,0,-1,
29.58,200,0,2,5,8.92,PS_Normal,,0,-1,
29.68,200,0,2,5,8.92,PS_Normal,,0,-1,
29.79,200,0,2,5,8.92,PS_Normal,,0,-1,
29.89,200,0,2,5,8.92,PS_Normal,,0,-1,
30.0,200,0,2,5,8.92,PS_Normal,,0,-1,
30.11,200,0,2,5,8.92,PS_Normal,,0,-1,
30.21,200,0,2,5,8.92,PS_Normal,,0,-1,
30.32,200,0,2,5,8.92,PS_Normal,,0,-1,
30.43,200,0,2,5,8.92,PS_Normal,,0,-1,
30.54,200,0,2,5,8.92,PS_Normal,,0,-1,
30.64,200,0,2,5,8.92,PS_Normal,,0,-1,
30.78,200,0,2,5,8.92,PS_Normal,,0,-1,
30.88,200,0,2,5,8.92,PS_Normal,,0,-1,
30.99,200,0,2,5,8.92,PS_Normal,,0,-1,
31.1,200,0,2,5,8.92,PS_Normal,,0,-1,
31.2,200,0,2,5,8.92,PS_Normal,,0,-1,
31.31,200,0,2,5,8.92,PS_Normal,,0,-1,
31.42,200,0,2,5,8.92,PS_Normal,,0,-1,
31.52,200,0,2,5,8.92,PS_Normal,,0,-1,
31.63,200,0,2,5,8.92,PS_Normal,,0,-1,
31.74,200,0,2,5,8.92,PS_Normal,,0,-1,
31.85,200,0,2,5,8.92,PS_Normal,,0,-1,
31.96,200,0,2,5,8.92,PS_Normal,,0,-1,
32.06,200,0,2,5,8.92,PS_Normal,,0,-1,
32.17,200,0,2,5,8.92,PS_Normal,,0,-1,
32.3,200,0,2,5,8.92,PS_Normal,,0,-1,
32.42,200,0,2,5,8.92,PS_Normal,,0,-1,
32.52,200,0,2,5,8.92,PS_Normal,,0,-1,
32.62,200,0,2,5,8.92,PS_Normal,,0,-1,
32.73,200,0,2,5,8.92,PS_Normal,,0,-1,
32.83,200,0,2,5,8.92,PS_Normal,,0,-1,
32.94,200,0,2,5,8.92,PS_Normal,,0,-1,
33.05,200,0,2,5,8.92,PS_Normal,,0,-1,
33.15,200,0,2,5,8.92,PS_Normal,,0,-1,
33.26,200,0,2,5,8.92,PS_Normal,,0,-1,
33.36,200,0,2,5,8.92,PS_Normal,,0,-1,
33.47,200,0,2,5,8.92,PS_Normal,,0,-1,
33.59,200,0,2,5,8.92,PS_Normal,,0,-1,
33.7,200,0,2,5,8.92,PS_Normal,,0,-1,
33.84,200,0,2,5,8.92,PS_Normal,,0,-1,
33.95,200,0,2,5,8.92,PS_Normal,,0,-1,
34.06,200,0,2,5,8.92,PS_Normal,,0,-1,
34.17,200,0,2,5,8.92,PS_Normal,,0,-1,
34.28,200,0,2,5,8.92,PS_Normal,,0,-1,
34.39,200,0,2,5,8.92,PS_Normal,,0,-1,
34.49,200,0,2,5,8.92,PS_Normal,,0,-1,
34.59,200,0,2,5,8.92,PS_Normal,,0,-1,
34.7,200,0,2,5,8.92,PS_Normal,,0,-1,
34.8,200,0,2,5,8.92,PS_Normal,,0,-1,
34.91,200,0,2,5,8.92,PS_Normal,,0,-1,
35.02,200,0,2,5,8.92,PS_Normal,,0,-1,
35.13,200,0,2,5,8.92,PS_Normal,,0,-1,
35.23,200,0,2,5,8.92,PS_Normal,,0,-1,
35.36,200,0,2,5,8.92,PS_Normal,,0,-1,
35.46,200,0,2,5,8.92,PS_Normal,,0,-1,
35.56,200,0,2,5,8.92,PS_Normal,,0,-1,
35.67,200,0,2,5,8.92,PS_Normal,,0,-1,
35.77,200,0,2,5,8.92,PS_Normal,,0,-1,
35.87,200,0,2,5,8.92,PS_Normal,,0,-1,
35.98,200,0,2,5,8.92,PS_Normal,,0,-1,
36.09,200,0,2,5,8.92,PS_Normal,,0,-1,
36.2,200,0,2,5,8.92,PS_Normal,,0,-1,
36.31,200,0,2,5,8.92,PS_Normal,,0,-1,
36.41,200,0,2,5,8.92,PS_Normal,,0,-1,
36.52,200,0,2,5,8.92,PS_Normal,,0,-1,
36.63,200,0,2,5,8.92,PS_Normal,,0,-1,
36.73,200,0,2,5,8.92,PS_Normal,,0,-1,
36.83,200,0,2,5,8.92,PS_Normal,,0,-1,
36.96,200,0,2,5,8.92,PS_Normal,,0,-1,
37.07,200,0,2,5,8.92,PS_Normal,,0,-1,
37.17,200,0,2,5,8.92,PS_Normal,,0,-1,
37.28,200,0,2,5,8.92,PS_Normal,,0,-1,
37.39,200,0,2,5,8.92,PS_Normal,,0,-1,
37.5,200,0,2,5,8.92,PS_Normal,,0,-1,
37.6,200,0,2,5,8.92,PS_Normal,,0,-1,
37.71,200,0,2,5,8.92,PS_Normal,,0,-1,
37.81,200,0,2,5,8.92,PS_Normal,,0,-1,
37.91,200,0,2,5,8.92,PS_Normal,,0,-1,
38.03,200,0,2,5,8.92,PS_Normal,,0,-1,
38.14,200,0,2,5,8.92,PS_Normal,,0,-1,
38.25,200,0,2,5,8.92,PS_Normal,,0,-1,
38.36,200,0,2,5,8.92,PS_Normal,,0,-1,
38.49,200,0,2,5,8.92,PS_Normal,,0,-1,
38.6,200,0,2,5,8.92,PS_Normal,,0,-1,
38.7,200,0,2,5,8.92,PS_Normal,,0,-1,
38.81,200,0,2,5,8.92,PS_Normal,,0,-1,
38.92,200,0,2,5,8.92,PS_Normal,,0,-1,
39.02,200,0,2,5,8.92,PS_Normal,,0,-1,
39.12,200,0,2,5,8.92,PS_Normal,,0,-1,
39.23,200,0,2,5,8.92,PS_Normal,,0,-1,
39.34,200,0,2,5,8.92,PS_Normal,,0,-1,
39.45,200,0,2,5,8.92,PS_Normal,,0,-1,
39.56,200,0,2,5,8.92,PS_Normal,,0,-1,
39.66,200,0,2,5,8.92,PS_Normal,,0,-1,
39.77,200,0,2,5,8.92,PS_Normal,,0,-1,
39.88,200,0,2,5,8.92,PS_Normal,,0,-1,
40.01,200,0,2,5,8.92,PS_Normal,,0,-1,
40.12,200,0,2,5,8.92,PS_Normal,,0,-1,
40.23,200,0,2,5,8.92,PS_Normal,,0,-1,
40.33,200,0,2,5,8.92,PS_Normal,,0,-1,
40.43,200,0,2,5,8.92,PS_Normal,,0,-1,
40.53,200,0,2,5,8.92,PS_Normal,,0,-1,
40.64,200,0,2,5,8.92,PS_Normal,,0,-1,
40.76,200,0,2,5,8.92,PS_Normal,,0,-1,
40.86,200,0,2,5,8.92,PS_Normal,,0,-1,
40.96,200,0,2,5,8.92,PS_Normal,,0,-1,
41.07,200,0,2,5,8.92,PS_Normal,,0,-1,
41.18,200,0,2,5,8.92,PS_Normal,,0,-1,
41.29,200,0,2,5,8.92,PS_Normal,,0,-1,
41.39,200,0,2,5,8.92,PS_Normal,,0,-1,
41.52,200,0,2,5,8.92,PS_Normal,,0,-1,
41.63,200,0,2,5,8.92,PS_Normal,,0,-1,
41.74,200,0,2,5,8.92,PS_Normal,,0,-1,
41.85,200,0,2,5,8.92,PS_Normal,,0,-1,
41.96,200,0,2,5,8.92,PS_Normal,,0,-1,
42.06,200,0,2,5,8.92,PS_Normal,,0,-1,
42.17,200,0,2,5,8.92,PS_Normal,,0,-1,
42.28,200,0,2,5,8.92,PS_Normal,,0,-1,
42.39,200,0,2,5,8.92,PS_Normal,,0,-1,
42.5,200,0,2,5,8.92,PS_Normal,,0,-1,
42.61,200,0,2,5,8.92,PS_Normal,,0,-1,
42.71,200,0,2,5,8.92,PS_Normal,,0,-1,
42.81,200,0,2,5,8.92,PS_Normal,,0,-1,
42.92,200,0,2,5,8.92,PS_Normal,,0,-1,
43.06,200,0,2,5,8.92,PS_Normal,,0,-1,
43.16,200,0,2,5,8.92,PS_Normal,,0,-1,
43.27,200,0,2,5,8.92,PS_Normal,,0,-1,
43.37,200,0,2,5,8.92,PS_Normal,,0,-1,
43.48,200,0,2,5,8.92,PS_Normal,,0,-1,
43.58,200,0,2,5,8.92,PS_Normal,,0,-1,
43.69,200,0,2,5,8.92,PS_Normal,,0,-1,
43.79,200,0,2,5,8.92,PS_Normal,,0,-1,
43.89,200,0,2,5,8.92,PS_Normal,,0,-1,
44.0,200,0,2,5,8.92,PS_Normal,,0,-1,
44.11,200,0,2,5,8.92,PS_Normal,,0,-1,
44.21,200,0,2,5,8.92,PS_Normal,,0,-1,
44.32,200,0,2,5,8.92,PS_Normal,,0,-1,
44.42,200,0,2,5,8.92,PS_Normal,,0,-1,
44.55,200,0,2,5,8.92,PS_Normal,,0,-1,
44.66,200,0,2,5,8.92,PS_Normal,,0,-1,
44.77,200,0,2,5,8.92,PS_Normal,,0,-1,
44.88,200,0,2,5,8.92,PS_Normal,,0,-1,
44.99,200,0,2,5,8.92,PS_Normal,,0,-1,
45.1,200,0,2,5,8.92,PS_Normal,,0,-1,
45.21,200,0,2,5,8.92,PS_Normal,,0,-1,
45.31,200,0,2,5,8.92,PS_Normal,,0,-1,
45.42,200,0,2,5,8.92,PS_Normal,,0,-1,
45.52,200,0,2,5,8.92,PS_Normal,,0,-1,
45.63,200,0,2,5,8.92,PS_Normal,,0,-1,
45.73,200,0,2,5,8.92,PS_Normal,,0,-1,
45.83,200,0,2,5,8.92,PS_Normal,,0,-1,
45.93,200,0,2,5,8.92,PS_Normal,,0,-1,
46.06,200,0,2,5,8.92,PS_Normal,,0,-1,
46.16,200,0,2,5,8.92,PS_Normal,,0,-1,
46.26,200,0,2,5,8.92,PS_Normal,,0,-1,
46.37,200,0,2,5,8.92,PS_Normal,,0,-1,
46.47,200,0,2,5,8.92,PS_Normal,,0,-1,
46.58,200,0,2,5,8.92,PS_Normal,,0,-1,
46.68,200,0,2,5,8.92,PS_Normal,,0,-1,
46.79,200,0,2,5,8.92,PS_Normal,,0,-1,
46.89,200,0,2,5,8.92,PS_Normal,,0,-1,
47.0,200,0,2,5,8.92,PS_Normal,,0,-1,
47.11,200,0,2,5,8.92,PS_Normal,,0,-1,
47.22,200,0,2,5,8.92,PS_Normal,,0,-1,
47.32,200,0,2,5,8.92,PS_Normal,,0,-1,
47.43,200,0,2,5,8.92,PS_Normal,,0,-1,
47.53,200,0,2,5,8.92,PS_Normal,,0,-1,
47.65,200,0,2,5,8.92,PS_Normal,,0,-1,
47.76,200,0,2,5,8.92,PS_Normal,,0,-1,
47.87,200,0,2,5,8.92,PS_Normal,,0,-1,
47.97,200,0,2,5,8.92,PS_Normal,,0,-1,
48.08,200,0,2,5,8.92,PS_Normal,,0,-1,
48.19,200,0,2,5,8.92,PS_Normal,,0,-1,
48.3,200,0,2,5,8.92,PS_Normal,,0,-1,
48.41,200,0,2,5,8.92,PS_Normal,,0,-1,
48.52,200,0,2,5,8.92,PS_Normal,,0,-1,
48.63,200,0,2,5,8.92,PS_Normal,,0,-1,
48.73,200,0,2,5,8.92,PS_Normal,,0,-1,
48.83,200,0,2,5,8.92,PS_Normal,,0,-1,
48.93,200,0,2,5,8.92,PS_Normal,,0,-1,
49.05,200,0,2,5,8.92,PS_Normal,,0,-1,
49.18,200,0,2,5,8.92,PS_Normal,,0,-1,
49.29,200,0,2,5,8.92,PS_Normal,,0,-1,
49.39,200,0,2,5,8.92,PS_Normal,,0,-1,
49.5,200,0,2,5,8.92,PS_Normal,,0,-1,
49.61,200,0,2,5,8.92,PS_Normal,,0,-1,
49.73,200,0,2,5,8.92,PS_Normal,,0,-1,
49.85,200,0,2,5,8.92,PS_Normal,,0,-1,
49.95,200,0,2,5,8.92,PS_Normal,,0,-1,
50.06,200,0,2,5,8.92,PS_Normal,,0,-1,
50.17,200,0,2,5,8.92,PS_Normal,,0,-1,
